"AkK29";"Akira Kurosawa Dreams";"Akira Terao";"Und";"R:dreamer"
"AkK29";"Akira Kurosawa Dreams";"Mieko Harada";"Und";"R:dream fairy"
"AkK29";"Akira Kurosawa Dreams";"Martin Scorsese";"Und";"R:painter ""vanGogh"""
"AkK29";"Akira Kurosawa Dreams";"Chishu Ryu";"Und";"R:very old man"
"AkK30";"Rhapsody in August";"Richard Gere";"Und";"R:cousin from Hawaii"
"AkK30";"Rhapsody in August";"Sachiko Murase";"Und";"R:grandmother"
"AkK31";"Madadayo";"s a";"Und";"R:elderly teacher, supported by students"
"AKl10";"Sue";"Anna Thomson";"Und";"R:homeless, unemployed young woman ""Sue"""
"AKo10";"Runaway Train";"Jon Voight";"Und";"R:distrusted convict, escapee"
"AKo10";"Runaway Train";"Eric Roberts";"Und";"R:trustee convict, escapee"
"AKo10";"Runaway Train";"Rebecca deMornay";"Und";"R:terrified train crew"
"AKo10";"Runaway Train";"Kyle T. Heffner";"Und";"R:warden"
"AKo10";"Runaway Train";"John P. Ryan";"Und";"RZ:old train dispatcher"
"AKo10";"Runaway Train";"Kenneth McMillan";"Und";"RZ:yound, hi-tech dispatcher"
"AKo15";"Tango and Cash";"Sylvester Stallone";"Und";"R:cop"
"AKo15";"Tango and Cash";"Kurt Russell";"Und";"R:cop"
"AKo15";"Tango and Cash";"Teri Hatcher";"Und";"RU:"
"AKo15";"The Inner Circle";"Tom Hulce";"Und";"R:Stalin's projectionist"
"AKo15";"The Inner Circle";"Bob Hoskins";"Und";"R:security chief ""Beria"""
"AKo15";"The Inner Circle";"Lolita Davidoitch";"Und";"R:wife"
"AKo15";"The Inner Circle";"s a";"Und";"R:dictator ""Stalin"""
"AKo15";"The Inner Circle";"s a";"Und";"RN:""Trotsky"""
"AKo15";"The Inner Circle";"s a";"Und";"R:composer ""Shostakovich"""
"AkS10";"The Slingshot";"Jesper Salén";"Und";"R:kid, makes slingsots from metal and condoms, inventor ""Roland Schütt"""
"AkS10";"The Slingshot";"Basia Frydman";"Und";"R:Russian-Jewish mother"
"AkS10";"The Slingshot";"Stellan Skarsgard";"Und";"R:socialist father"
"AkS10";"The Slingshot";"Niklas Odlund";"Und";"R:brother, wnats to box"
"AKu10";"TZ:Terror in the Aisles";"Donald Pleasance";"Und";"RU:"
"AKu10";"TZ:Terror in the Aisles";"Nancy Allen";"Und";"RU:"
"AL8";"Mayerling";"Charles Boyer";"Und";"R:archduke"
"AL8";"Mayerling";"Danielle Darrieux";"Und";"R:innocent girl"
"AL10";"Tovarich";"Claudette Colbert";"Und";"R:refugee, becomes servant"
"AL10";"Tovarich";"Charles Boyer";"Und";"R:refugee, becomes servant"
"AL10";"Tovarich";"Basil Rathbone";"Und";"RU:"
"AL10";"Tovarich";"Anita Louise";"Und";"RU:"
"AL10";"Tovarich";"Melville Cooper";"Und";"RU:"
"AL10";"Tovarich";"Isabel Jeans";"Und";"RU:"
"AL10";"Tovarich";"Maurice Murphy";"Und";"RU:"
"AL11";"The Amazing Dr.Clitterhouse";"Edward G. Robinson";"Und";"R:doctor, studies criminality, gets involved ""Clitterhouse"""
"AL11";"The Amazing Dr.Clitterhouse";"Claire Tevor";"Und";"R:fence, falls for Clitterhouse ""Joe"""
"AL11";"The Amazing Dr.Clitterhouse";"Himphey Bogart";"Und";"R:tough thief, resents Clitterhouse, poisoned ""Rocks"""
"AL11";"The Amazing Dr.Clitterhouse";"Allen Jenkins";"Und";"R:crook ""Okay"""
"AL11";"The Amazing Dr.Clitterhouse";"Donald Crisp";"Und";"RU:"
"AL11";"The Amazing Dr.Clitterhouse";"Gale Page";"Und";"R:faithful nurse"
"AL11";"The Amazing Dr.Clitterhouse";"Henry ONeill";"Und";"RZ:inspector"
"AL11";"The Amazing Dr.Clitterhouse";"John Litel";"Und";"RU:"
"AL12";"All This and Heaven Too";"Charles Boyer";"Und";"R:nobleman"
"AL12";"All This and Heaven Too";"Bette Davis";"Lov";"R:governess"
"AL12";"All This and Heaven Too";"Barbara ONeil";"Und";"R:wife, murdered"
"AL12";"All This and Heaven Too";"Virginia Weidler";"Und";"RU:"
"AL12";"All This and Heaven Too";"Jeffrey Linn";"Und";"RU:"
"AL12";"All This and Heaven Too";"Helen Westley";"Und";"RU:"
"AL12";"All This and Heaven Too";"Henry Daniell";"Und";"RU:"
"AL12";"All This and Heaven Too";"Harry Davenport";"Und";"RU:"
"AL12";"All This and Heaven Too";"Walter Hampden";"Und";"RU:"
"AL12";"All This and Heaven Too";"George Coulouris";"Und";"RU:"
"AL12";"All This and Heaven Too";"Janet Beecher";"Und";"RU:"
"AL12";"All This and Heaven Too";"Montagu Love";"Und";"RU:"
"AL13";"Castle on the Hudson";"John Garfield";"Und";"R:hardened criminal"
"AL13";"Castle on the Hudson";"Pat OBrien";"Und";"RU:"
"AL13";"Castle on the Hudson";"Ann Sheridan";"Und";"RU:"
"AL13";"Castle on the Hudson";"Burgess Meredith";"Und";"RU:"
"AL13";"Castle on the Hudson";"Jerome Cowan";"Und";"RU:"
"AL13";"Castle on the Hudson";"Henry ONeill";"Und";"RU:"
"AL13";"Castle on the Hudson";"Guinn Williams";"Und";"RU:"
"AL13";"Castle on the Hudson";"John Litel";"Und";"RU:"
"AL14";"Confessions of a Nazi Spy";"Edward G. Robinson";"Und";"RU:"
"AL14";"Confessions of a Nazi Spy";"Paul Lukas";"Und";"R:spy"
"AL14";"Confessions of a Nazi Spy";"George Sanders";"Und";"RU:"
"AL14";"Confessions of a Nazi Spy";"James Stephenson";"Und";"RU:"
"AL14";"Confessions of a Nazi Spy";"Sig Rumann";"Und";"RU:"
"AL16";"City for Conquest";"Jimmy Cagney";"Und";"R:blinded boxer"
"AL16";"City for Conquest";"Ann Sheridan";"Und";"RU:"
"AL16";"City for Conquest";"Frank Craven";"Und";"RU:"
"AL16";"City for Conquest";"Donald Crisp";"Und";"RU:"
"AL16";"City for Conquest";"Arthur Kennedy";"Und";"RU:"
"AL16";"City for Conquest";"Frank McHugh";"Und";"RU:"
"AL16";"City for Conquest";"George Tobias";"Und";"RU:"
"AL16";"City for Conquest";"Anthony Quinn";"Und";"RU:"
"AL20";"The Long Night";"Henry Fonda";"Vil";"R:decent man becomes murderer"
"AL21";"Sorry Wrong Number";"Barbara Stanwyk";"Und";"R:bedridden"
"AL21";"Sorry Wrong Number";"Burt Lancaster";"Und";"RU:"
"AL21";"Sorry Wrong Number";"Ann Richards";"Und";"RU:"
"AL21";"Sorry Wrong Number";"Wendell Cory";"Und";"RU:"
"AL21";"Sorry Wrong Number";"Ed Begley";"Und";"RU:"
"AL21";"Sorry Wrong Number";"Harold Vermilya";"Und";"RU:"
"AL21";"Sorry Wrong Number";"Leif Erickson";"Und";"RU:"
"AL21";"Sorry Wrong Number";"William Conrad";"Und";"RU:"
"AL22";"The Snake Pit";"Olivia deHavilland";"Und";"R:patient"
"AL22";"The Snake Pit";"Leo Glenn";"Und";"RU:"
"AL22";"The Snake Pit";"Mark stevens";"Und";"RU:"
"AL22";"The Snake Pit";"Celeste Holm";"Und";"RU:"
"AL22";"The Snake Pit";"Glenn Langan";"Und";"RU:"
"AL22";"The Snake Pit";"Leif Erickson";"Und";"RU:"
"AL22";"The Snake Pit";"Beulah Bondi";"Und";"RU:"
"AL22";"The Snake Pit";"Lee Patrick";"Und";"RU:"
"AL22";"The Snake Pit";"Natalie Schafer";"Und";"RU:"
"AL26";"Anastasia";"Ingrid Bergman";"Und";"R:fake successor to the Russian throne ""Anastasia"""
"AL26";"Anastasia";"Yul Brynner";"Und";"R:scheming White Russian exile"
"AL26";"Anastasia";"Helen Hayes";"Und";"RU:"
"AL26";"Anastasia";"Martita Hunt";"Und";"RU:"
"AL26";"Anastasia";"Akim Tamiroff";"Und";"RU:"
"AL26";"Anastasia";"Felix Aylmer";"Und";"RU:"
"AL26";"Anastasia";"Ivan Desny";"Und";"RU:"
"AL26";"Anastasia";"Natalie Schafer";"Und";"RU:"
"AL27";"The Journey";"Yul Brynner";"Und";"RU:"
"AL27";"The Journey";"Deborah Kerr";"Und";"RU:"
"AL27";"The Journey";"Jason Robards jr.";"Und";"RU:"
"AL27";"The Journey";"Anouk Aimée";"Und";"RU:"
"AL27";"The Journey";"Robert Morley";"Und";"RU:"
"AL27";"The Journey";"E.G. Marshall";"Und";"RU:"
"AL27";"The Journey";"s a";"Und";"RU:"
"AL27";"The Journey";"s a";"Und";"RU:"
"AlA10";"Dracula vs. Frankenstein";"J.Carrol Naish";"Und";"R:old ""Dr.Frankenstein"""
"AlA10";"Dracula vs. Frankenstein";"Lon Chaney jr.";"Und";"R:imbecile, decapitates virgins"
"AlA10";"Dracula vs. Frankenstein";"Zandor Vorkov";"Und";"R:vampire ""Dracula"""
"AlA10";"Dracula vs. Frankenstein";"Regina Carrol";"Und";"R:sings, addict, bitten"
"AlA10";"Dracula vs. Frankenstein";"Angelo Rossito";"Und";"R:dwarf, aide"
"AlA10";"Dracula vs. Frankenstein";"Regina Carrol";"Und";"R:sings, addict, bitten"
"AlA10";"Dracula vs. Frankenstein";"John Bloom";"Und";"R:monster"
"AlA10";"Dracula vs. Frankenstein";"Forrest J. Ackerman";"Und";"R:killed"
"AlA10";"Dracula vs. Frankenstein";"Anthony Eisley";"Und";"RU:"
"AlA10";"Dracula vs. Frankenstein";"Russ Tamblyn";"Und";"R:biker"
"AlA10";"Dracula vs. Frankenstein";"Jim Davis";"Und";"RU:"
"AlA50";"TZ:Jessi's Girls";"Sondra Currie";"Und";"RU:"
"AlA50";"TZ:Jessi's Girls";"Regina Carrol";"Und";"RU:"
"AlA50";"TZ:Jessi's Girls";"Jennifer Bishop";"Und";"RU:"
"AlA50";"TZ:Jessi's Girls";"Geoffrey Land";"Und";"RU:"
"AlA50";"TZ:Jessi's Girls";"Ben Frank";"Und";"RU:"
"AlB10";"Dracula's Dog";"s a";"Ani";"R:vampire dog ""Zoltan"""
"AlB10";"Dracula's Dog";"Reggie Nalder";"Und";"R:revived vampire"
"AlB10";"Dracula's Dog";"Michael Pataki";"Und";"R:American vampire"
"AlB10";"Dracula's Dog";"Jose Ferrer";"Und";"R:savior"
"AlC10";"Série Noir";"Patrick Dewaere";"Und";"R:traveling salesman, jailed"
"AlC10";"Série Noir";"s a";"Und";"R:young woman, helps"
"AlC10";"Série Noir";"s a";"Und";"R:woman's aunt, to be robbed"
"AlC20";"Tous Les Matins Du Monde";"Gerard Depardieu";"Und";"R:celebrated court musician ""Marin Marais"""
"AlC20";"Tous Les Matins Du Monde";"Anne Brochet";"Und";"RZ:former love, teacher's daughter ""Madeleine"""
"AlC20";"Tous Les Matins Du Monde";"JeanPiere Marielle";"Und";"R:brilliant teacher ""M. deSainteColombe"""
"AlC20";"Tous Les Matins Du Monde";"Caroline Sihol";"Und";"RZ:older sister, later ""Madelaine"""
"AlC20";"Tous Les Matins Du Monde";"Carole Richert";"Und";"R:daughter ""Toinette"""
"AlC20";"Tous Les Matins Du Monde";"Guillaume Depardieau";"Und";"R:young musician ""Marin Marais"""
"AlD10";"Catherine";"Catherine Hessling";"Und";"RU:"
"ALe1";"The Moon and Sixpence";"George Sanders";"Und";"R:stockbroker, leaves family to paint"
"ALe1";"The Moon and Sixpence";"Herbert Marshall";"Und";"R:author ""Somerset Maugham"""
"ALe1";"The Moon and Sixpence";"Steve Geray";"Und";"RU:"
"ALe1";"The Moon and Sixpence";"Doris Dudley";"Und";"RU:"
"ALe1";"The Moon and Sixpence";"Elena Verdugo";"Und";"R:native girl"
"ALe1";"The Moon and Sixpence";"Florence Bates";"Und";"RU:"
"ALe1";"The Moon and Sixpence";"Heather Thatcher";"Und";"RU:"
"ALe1";"The Moon and Sixpence";"Eric Blore";"Und";"RU:"
"ALe1";"The Moon and Sixpence";"Albert Basserman";"Und";"RU:"
"ALe2";"The Picture of Dorian Gray";"George Sanders";"Und";"R:decadent lord, wants to stay young ""Henry Wooton"""
"ALe2";"The Picture of Dorian Gray";"Angela Lansbury";"Und";"R:gullible victim"
"ALe2";"The Picture of Dorian Gray";"Donna Reed";"Und";"RU:"
"ALe2";"The Picture of Dorian Gray";"Lowell Gilmore";"Und";"RU:"
"ALe2";"The Picture of Dorian Gray";"Peter Lawford";"Und";"RU:"
"ALe4";"Pandora and the Flying Dutchman";"James Mason";"Und";"R:ghost of sea captain"
"ALe4";"Pandora and the Flying Dutchman";"Ava Gardner";"Und";"R:American playgirl, loves captain, suicide"
"ALe4";"Pandora and the Flying Dutchman";"Harold Warrender";"Und";"RU:"
"ALe4";"Pandora and the Flying Dutchman";"Nigel Patrick";"Und";"RU:"
"ALe4";"Pandora and the Flying Dutchman";"Sheila Sim";"Und";"RU:"
"ALe4";"Pandora and the Flying Dutchman";"Mario Cabre";"Und";"RU:"
"ALe4";"Pandora and the Flying Dutchman";"John Laurie";"Und";"RU:"
"ALe4";"TZ:Pandora and the Flying Dutchman";"Pamela Kellino";"Und";"RU:"
"ALe4";"Pandora and the Flying Dutchman";"Marius Goring";"Und";"RU:"
"ALe7";"Saadia";"Cornel Wilde";"Und";"RU:"
"ALe7";"Saadia";"Mel Ferrer";"Und";"RU:"
"ALe7";"Saadia";"Rita Gam";"Und";"RU:"
"ALe7";"Saadia";"Michel Simon";"Und";"RU:"
"ALe7";"Saadia";"Wanda Rotha";"Und";"RU:"
"ALe7";"Saadia";"Cyril Cusack";"Und";"RU:"
"ALe7";"Saadia";"Marcel Poncin";"Und";"RU:"
"ALe7";"Saadia";"Peter Bull";"Und";"RU:"
"AlG11";"Dracula A.D. 1972";"Peter Cushing";"Her";"R:traveller ""VanHelsing"""
"AlG11";"Dracula A.D. 1972";"Peter Cushing";"Her";"R:descendant of VanHelsing"
"AlG11";"Dracula A.D. 1972";"Christopher Lee";"Vil";"R:count, returns ""Dracula"""
"AlG11";"Dracula A.D. 1972";"Christopher Neame";"Und";"R:vampire"
"AlG11";"Dracula A.D. 1972";"Caroline Munro";"Vic";"R:victim"
"AlG11";"Dracula A.D. 1972";"Stephanie Beecham";"Vic";"R:victim"
"AlH8";"TZ:Little Miss Marker";"Shirley Temple";"Inn,Sav";"R:waif, pawned"
"AlH8";"TZ:Little Miss Marker";"Adolphe Menjou";"Und";"R:gambler"
"AlH8";"TZ:Little Miss Marker";"Dorothy Dell";"Und";"RU:"
"AlH8";"TZ:Little Miss Marker";"Charles Bickford";"Und";"RU:"
"AlH8";"TZ:Little Miss Marker";"Lynne Overman";"Und";"RU:"
"AlH8";"TZ:Little Miss Marker";"Frank mcGlynn sr";"Und";"RU:"
"AlH8";"TZ:Little Miss Marker";"Willie Best";"Und";"RU:"
"AlH21";"The Doctor Takes a Wife";"Loretta Young";"Und";"R:socialite"
"AlH21";"The Doctor Takes a Wife";"Ray Milland";"Sci";"R:doctor"
"AlH21";"The Doctor Takes a Wife";"Edmund Gwenn";"Und";"RU:"
"AlH21";"The Doctor Takes a Wife";"Reginald Gardiner";"Und";"RU:"
"AlH21";"The Doctor Takes a Wife";"Charles Halton";"Und";"RU:"
"AlH24";"Here Comes Mr. Jordan";"Robert Montgomery";"Und";"R:genial boxer, dies"
"AlH24";"Here Comes Mr. Jordan";"Edward Everett Horton";"Und";"R:fussy angel"
"AlH24";"Here Comes Mr. Jordan";"Evelyn Keyes";"Und";"RU:"
"AlH24";"Here Comes Mr. Jordan";"Claude Rains";"Und";"R:hellish executive, pilot"
"AlH24";"Here Comes Mr. Jordan";"James Gleason";"Und";"R:manager"
"AlH24";"Here Comes Mr. Jordan";"Rita Johnson";"Und";"RU:"
"AlH24";"Here Comes Mr. Jordan";"John Emery";"Und";"RU:"
"AlH24";"Here Comes Mr. Jordan";"Donald mcBride";"Und";"RU:"
"AlH24";"Here Comes Mr. Jordan";"Halliwell Hobbes";"Und";"RU:"
"AlH24";"Here Comes Mr. Jordan";"Benny Rubin";"Und";"RU:"
"AlH30";"Once Upon A Time";"Cary Grant";"Und";"R:producer"
"AlH30";"Once Upon A Time";"Janet Blair";"Und";"R:boy with dancing caterpillar"
"AlH30";"Once Upon A Time";"James Gleason";"Und";"RU:"
"AlH30";"Once Upon A Time";"Ted Donaldson";"Und";"RU:"
"AlH30";"Once Upon A Time";"William Demarest";"Und";"RU:"
"AlH30";"Once Upon A Time";"Howard Freeman";"Und";"RU:"
"AlH30";"Once Upon A Time";"Art Baker";"Und";"RU:"
"AlH30";"Once Upon A Time";"John Abbott";"Und";"RU:"
"AlH38";"Let's Do It Again";"Jane Wyman";"Und";"R:divorcing"
"AlH38";"Let's Do It Again";"Ray Milland";"Und";"R:divorcing"
"AlH38";"Let's Do It Again";"Aldo Ray";"Und";"RU:"
"ALi10";"TZ:Where the Buffalo Roam";"Bill Murray";"Und";"R:mad attorney"
"ALi10";"TZ:Where the Buffalo Roam";"Peter Boyle";"Und";"R:excentric journalist"
"ALi10";"TZ:Where the Buffalo Roam";"Bruno Kirby";"Und";"RU:"
"ALi10";"TZ:Where the Buffalo Roam";"Rene Auberjonois";"Und";"RU:"
"ALi10";"Where the Buffalo Roam";"R.G. Armstrong";"Und";"RU:"
"ALi15";"TZ:The Wild Life";"Christopher Penn";"Und";"RU:"
"ALi15";"The Wild Life";"Eric Stoltz";"Und";"RU:"
"ALi15";"The Wild Life";"Ilan MitchellSmith";"Und";"RU:"
"ALi15";"The Wild Life";"Jenny Wright";"Und";"RU:"
"AlJ1";"To Be or Not To Be";"Anne Bancroft";"Und";"R:polish actress"
"AlJ1";"To Be or Not To Be";"Mel Brooks";"Und";"R:polish actor"
"AlJ1";"To Be or Not To Be";"Tim Matheson";"Und";"R:pilot, luitenant"
"AlJ1";"To Be or Not To Be";"Christopher Lloyd";"Und";"RU:"
"AlJ1";"To Be or Not To Be";"Jose Ferrer";"Und";"R:Polish actor"
"AlJ1";"To Be or Not To Be";"Jack Riley";"Und";"R:Polish actor"
"AlJ1";"To Be or Not To Be";"Charles Durning";"Und";"R:Gestapo officer"
"AlJ1";"To Be or Not To Be";"James Haake";"Und";"R:fey ""Shylock"""
"AlJ1";"To Be or Not To Be";"Roy Goldman";"Und";"RN:""Hitler"""
"AlL3";"Le ballon rouge";"Pascal Lamorisse";"Und";"R:boy"
"AlM10";"The Photographer and the Undertaker";"Jack Cassidy";"Und";"R:photographer, hitman, pretends death by fire"
"AlM10";"The Photographer and the Undertaker";"Harry Townes";"Und";"R:undertaker, hitman"
"AlM10";"The Photographer and the Undertaker";"Jocelyn Lane";"Und";"R:beauty, daughter of undertaker"
"AlP10";"The Eyes of Youth";"Clara Kimball Young";"Und";"R:must choose among love, security,career"
"AlP10";"The Eyes of Youth";"Gareth Hughes";"Und";"RZ:lover"
"AlP10";"The Eyes of Youth";"Pauline Starke";"Und";"RU:"
"AlP10";"The Eyes of Youth";"Sam Sothern";"Und";"RZ:banker"
"AlP10";"The Eyes of Youth";"Milton Sills";"Und";"RU:"
"AlP10";"The Eyes of Youth";"Rudolfo Valentino";"Und";"RU:"
"AlP50";"Blind Man's Bluff";"Basil Sidney";"Und";"R:jealous doctor, cured of blindness"
"AlP50";"Blind Man's Bluff";"James Mason";"Und";"RU:"
"AlP50";"Blind Man's Bluff";"Enid StampTaylor";"Sus";"R:wife"
"AlP50";"Blind Man's Bluff";"Barbara Greene";"Und";"RU:"
"AlR1";"Saint Louis Blues";"Nat King Cole";"Und";"R:jazz singer, pianist ""W.C. Handy"""
"AlR1";"Saint Louis Blues";"Eartha Kitt";"Und";"R:bar singer ""Gogo Germaine"""
"AlR1";"Saint Louis Blues";"Pearl Bailey";"Und";"R:singer"
"AlR1";"Saint Louis Blues";"Cab Calloway";"Und";"R:musician"
"AlR1";"Saint Louis Blues";"Ella Fitzgerald";"Und";"R:musician, aunt ""Helen"""
"AlR1";"Saint Louis Blues";"Ruby Dee";"Und";"R:musician"
"AlR1";"Saint Louis Blues";"Mahalia Jackson";"Und";"R:musician"
"AlR1";"Saint Louis Blues";"s a";"Und";"R:girlfriend ""Elisabeth"""
"AlR1";"Saint Louis Blues";"Juana Hernadez";"Und";"RU:"
"AlR1";"Saint Louis Blues";"s a";"Und";"R:father, rigid preacher)"
"ALs10";"TZ:Android";"Klaus Kinski";"Und";"RU:"
"ALs10";"TZ:Android";"Don Opper";"Und";"RU:"
"ALs10";"TZ:Android";"Brie Howard";"Und";"RU:"
"AlT10";"Dual Alibi";"Herbert Lom";"Und";"R:trapeze artist"
"AlT10";"Dual Alibi";"Phyllis Dixey";"Lov";"RU:"
"AlT10";"Dual Alibi";"Ronald Frankau";"Und";"RU:"
"AlT10";"Dual Alibi";"Terence deMarmey";"Und";"RU:"
"AlT10";"Dual Alibi";"Abraham safaer";"Und";"RU:"
"ALv10";"Vice Squad";"Edward G. Robinson";"Und";"R:police captain"
"ALv10";"Vice Squad";"Paulette Goddard";"Und";"RU:"
"ALv10";"Vice Squad";"K.T. Stevens";"Und";"RU:"
"ALv10";"Vice Squad";"Porter Hall";"Und";"RU:"
"ALv10";"Vice Squad";"Adam Williams";"Und";"RU:"
"ALv10";"Vice Squad";"Edward Binns";"Und";"RU:"
"ALv10";"Vice Squad";"Lee VanCleef";"Und";"RU:"
"ALv100";"Decoy";"Robert Horton";"Und";"R:pianist, set up"
"ALv100";"Decoy";"Cara Williams";"Und";"R:singer, loved"
"ALv100";"Decoy";"Arnold Laven";"Und";"RZ:husband, impresario, accused of brutality, shot"
"ALv100";"Decoy";"Jack Mullaney";"Und";"RS:police detective, trusts pianist ""Ritchie"""
"ALv100";"Decoy";"Phillip Coolidge";"Und";"R:singer's new love, murderer ""Ritchie"""
"ALv100";"Decoy";"s a";"Und";"R:japanese dancer, possible witness ""Mrs.Sajikawa"""
"ALv100";"Decoy";"s a";"Und";"R:disc jockey, possible witness"
"ALv101";"The Return of Verge Likens";"Peter Fonda";"Und";"R:wronged father, becomes barber"
"ALv101";"The Return of Verge Likens";"Robert Emhardt";"Und";"R:crooked politician, dies of fear"
"AlW40";"The House of Rothschild";"George Arliss";"Und";"R:banker"
"AlW40";"The House of Rothschild";"Loretta Young";"Und";"RU:"
"AlW40";"The House of Rothschild";"Boris Karloff";"Und";"RU:"
"AlW40";"The House of Rothschild";"Robert Young";"Und";"RU:"
"AlW40";"The House of Rothschild";"C.Aubrey Smith";"Und";"RU:"
"AlW40";"The House of Rothschild";"Arthur Byron";"Und";"RU:"
"AlW40";"The House of Rothschild";"Helen Westley";"Und";"RU:"
"AlW40";"The House of Rothschild";"Refinald Owen";"Und";"RU:"
"AlW40";"The House of Rothschild";"Florence Arliss";"Und";"RU:"
"AlW40";"The House of Rothschild";"Alan Mowbray";"Und";"RU:"
"AlW40";"The House of Rothschild";"Holmes Hernert";"Und";"RU:"
"AlW60";"The Adventures of Sherlock Holmes";"Basil Rathbone";"Agn";"R:detective ""Holmes"""
"AlW60";"The Adventures of Sherlock Holmes";"Nigel Bruce";"Sdk";"R:Dr. Watson"
"AlW60";"The Adventures of Sherlock Holmes";"George Zucco";"Und";"R:professor, thief ""Moriarty"""
"AlW60";"The Adventures of Sherlock Holmes";"Ida Lupino";"Und";"R:helps with sketch ""Ann Brandon"""
"AlW60";"The Adventures of Sherlock Holmes";"Alan Marshall";"Und";"RN:""Jerrold Hunter"""
"AlW60";"The Adventures of Sherlock Holmes";"Terry Kilburn";"Und";"R:Billy"
"AlW60";"The Adventures of Sherlock Holmes";"E.E. Clive";"Und";"R:inspector ""Bristol"""
"AlW60";"The Adventures of Sherlock Holmes";"Henry Stephenson";"Und";"RN:""Sir Ramsgate"""
"AlW60";"The Adventures of Sherlock Holmes";"Mary Gordon";"Und";"R:landlady ""Mrs. Hudson"""
"AlZ4";"College Confidential";"Steve Allen";"Vil";"R:immoral professor, arrested"
"AlZ4";"College Confidential";"Jayne Meadows";"Und";"R:wife"
"AlZ4";"College Confidential";"Mamie vanDoren";"Und";"R:admired"
"AlZ4";"College Confidential";"Conway Twitty";"Und";"R:singer"
"AlZ4";"College Confidential";"Walter Winchell";"Und";"R:gossip collumnist ""Walter Winchell"""
"AlZ4";"College Confidential";"Earl Wilson";"Und";"R:gossip collumnist ""Earl Wilson"""
"AlZ4";"College Confidential";"Sheilah Graham";"Und";"R:British gossip collumnist ""Sheilah Graham"""
"AlZ4";"College Confidential";"Rocky Marciano";"Und";"RU:"
"AlZ4";"College Confidential";"Elisha Cook";"Und";"RU:"
"AlZ4";"College Confidential";"Ziva Rodann";"Und";"RU:"
"AlZ4";"College Confidential";"Micket Shaughnessey";"Und";"RU:"
"AlZ5";"Sex Kittens go to College";"Mamie vanDoren";"Und";"R:high IQ stripper"
"AlZ5";"Sex Kittens go to College";"s a";"Und";"R:robot, selects department chair ""Thinko"""
"AlZ5";"Sex Kittens go to College";"Tuesday Weld";"Und";"RU:"
"AlZ5";"Sex Kittens go to College";"Mijanou Bardot";"Und";"RU:"
"AlZ5";"Sex Kittens go to College";"Mickey Shaughnessy";"Und";"RU:"
"AlZ5";"Sex Kittens go to College";"Louis Nye";"Und";"RU:"
"AlZ5";"Sex Kittens go to College";"Pamela Mason";"Und";"RU:"
"AlZ5";"Sex Kittens go to College";"Marty Milner";"Und";"RU:"
"AlZ5";"Sex Kittens go to College";"Jackie Coogan";"Und";"R:uncle ""Fester"""
"AlZ5";"Sex Kittens go to College";"John Carradine";"Und";"RU:"
"AlZ5";"Sex Kittens go to College";"Vampira";"Und";"RU:"
"AlZ5";"Sex Kittens go to College";"Conway Twitty";"Und";"R:singer"
"AlZ5";"Sex Kittens go to College";"Charles Chaplin jr.";"Und";"RU:"
"AlZ5";"Sex Kittens go to College";"Harold Lloyd jr.";"Und";"RU:"
"AlZ5";"Sex Kittens go to College";"Woo Woo Grabowski";"Und";"RN:""Woo Woo Grabowski"""
"AlZ25";"On Her Bed of Roses";"Sandra Lynn";"Und";"R:teenager, confides"
"AlZ25";"On Her Bed of Roses";"Ric Marlowe";"Sci";"R:doctor ""KraftEbbing"""
"AlZ25";"On Her Bed of Roses";"Stephen Long";"Und";"R:fiancee, impotent, murders"
"AM12";"Ever in My Heart";"Barbara Stanwyk";"Und";"RU:"
"AM12";"Ever in My Heart";"Ralph Bellamy";"Und";"RU:"
"AM12";"Ever in My Heart";"Otto Kruger";"Und";"RU:"
"AM18";"The Petrified Forest";"Leslie Howard";"Und";"R:world-weary intellectual"
"AM18";"The Petrified Forest";"Bette Davis";"Und";"R:ardent waitress"
"AM18";"The Petrified Forest";"Humphrey Bogart";"Vil";"R:ruthless escaped killer ""Duke Mantee"""
"AM18";"The Petrified Forest";"Genevieve Tobin";"Und";"R:traveller"
"AM18";"The Petrified Forest";"Dick Foran";"Und";"R:traveller"
"AM18";"The Petrified Forest";"Joe Sawyer";"Und";"R:gangster"
"AM18";"The Petrified Forest";"Porter Hall";"Und";"RU:"
"AM18";"The Petrified Forest";"Charley Grapewin";"Und";"R:grandfather"
"AM18";"The Petrified Forest";"Paul Harvey";"Und";"RU:"
"AM18";"The Petrified Forest";"s a";"Und";"R:moll"
"AM20";"Gambling Lady";"Barbara Stanwyk";"Und";"RU:"
"AM20";"Gambling Lady";"Joel McCrea";"Und";"RU:"
"AM20";"Gambling Lady";"Pat OBrien";"Und";"RU:"
"AM21";"Black Legion";"Humphrey Bogart";"Und";"R:factory worker, joins klan-like organization, recants"
"AM21";"Black Legion";"Dick Foran";"Und";"RZ:friend, killed"
"AM21";"Black Legion";"Erin OBrienMoore";"Und";"RU:"
"AM21";"Black Legion";"Ann Sheridan";"Und";"RU:"
"AM21";"Black Legion";"Robert Barrat";"Und";"RU:"
"AM21";"Black Legion";"Helen Flint";"Und";"RU:"
"AM21";"Black Legion";"Joseph Sawyer";"Und";"RU:"
"AM21";"Black Legion";"Addison Richards";"Und";"RU:"
"AM21";"Black Legion";"Eddie Acuff";"Und";"RU:"
